W8,NightmareWGovt_1,NightmareWGovt_2,NightmareWGovt_3,NightmareWGovt_5,NightmareWGovt_6,NightmareWGovt_7,NightmareWGovt_8,NightmareWGovt_9,NightmareWGovt_10,StopReform
2.433947736,Yes,No,No,No,Yes,No,No,No,No,Labour
.822525612,No,Yes,No,,Yes,No,No,No,No,Plaid Cymru
1.201898593,No,No,No,No,Yes,No,No,No,No,Conservatives
1.368036006,Yes,Yes,No,,Yes,No,No,No,No,Plaid Cymru
1.223477812,No,No,Yes,Yes,Yes,No,No,No,No,Greens
.803112728,No,Yes,Yes,Yes,,Yes,No,No,No,
.8493397110000001,Yes,Yes,,,Yes,,No,No,No,Plaid Cymru
.3852087,No,No,No,No,No,No,No,No,Yes,
.788323475,Yes,Yes,Yes,,,Yes,No,No,No,
.931285485,No,Yes,No,No,,No,No,No,No,
.635985077,,Yes,,No,Yes,,No,No,No,Liberal Democrats
.6355814400000001,No,No,No,No,No,No,No,No,Yes,
.480691626,No,No,,No,Yes,Yes,No,No,No,Liberal Democrats
1.174972545,Yes,,No,No,No,No,No,No,No,
.524317923,No,No,No,No,No,No,No,No,Yes,
.547707082,Yes,,No,No,Yes,No,No,No,No,Labour
3.723123761,No,No,No,No,No,No,No,No,Yes,
1.224194556,,Yes,No,No,No,No,No,No,No,
1.015228276,Yes,No,,,Yes,,No,No,No,Plaid Cymru
1.561393377,Yes,Yes,Yes,No,No,No,No,No,No,
1.648896723,No,No,No,No,No,No,No,No,Yes,
1.47881033,Yes,No,,Yes,,No,No,No,No,
.427081748,,Yes,,Yes,,No,No,No,No,
.7609113280000001,Yes,,Yes,Yes,Yes,Yes,Yes,No,No,Labour
1.056694757,No,No,No,No,No,No,No,No,Yes,
.5267733489999999,Yes,Yes,No,Yes,,No,No,No,No,
.938332743,No,Yes,Yes,No,,Yes,No,No,No,
.662930027,,No,,Yes,Yes,No,No,No,No,Labour
.448105121,Yes,No,No,,Yes,,No,No,No,Don't know
.304864711,Yes,No,,,Yes,,No,No,No,Don't know
1.181723659,Yes,No,,,Yes,,No,No,No,Plaid Cymru
2.011057533,Yes,No,No,No,No,No,No,No,No,
1.056318002,No,Yes,No,No,,No,No,No,No,
1.40353303,Yes,,No,,Yes,,No,No,No,Plaid Cymru
.591254956,No,No,No,,Yes,No,No,No,No,Plaid Cymru
1.206779171,No,Yes,No,,Yes,No,No,No,No,Plaid Cymru
.603449555,No,No,No,No,Yes,No,No,No,No,Don't know
.510310004,No,,,,Yes,,No,No,No,Plaid Cymru
.6065740590000001,Yes,,Yes,No,Yes,No,No,No,No,Plaid Cymru
.645241425,,Yes,No,No,,Yes,No,No,No,
1.0242263,Yes,,No,No,No,,No,No,No,
.5108613950000001,Yes,,,,Yes,No,No,No,No,Labour
1.348015459,Yes,Yes,No,,Yes,No,No,No,No,Plaid Cymru
.758109281,No,Yes,No,,No,No,No,No,No,
2.048952267,Yes,Yes,Yes,No,No,No,No,No,No,
.59513521,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.819492346,No,No,No,Yes,,No,No,No,No,
.8057277859999999,No,No,Yes,,Yes,Yes,No,No,No,Conservatives
.61751331,Yes,Yes,No,No,,,No,No,No,
2.158107083,No,No,No,,Yes,No,No,No,No,Plaid Cymru
.848878395,Yes,Yes,Yes,No,,No,No,No,No,
.859129167,No,No,No,No,No,No,No,No,Yes,
1.372562156,,Yes,No,No,,Yes,No,No,No,
.895109705,Yes,Yes,No,Yes,,No,No,No,No,
.5110909219999999,No,Yes,Yes,Yes,,No,No,No,No,
.830970553,No,Yes,No,Yes,,No,No,No,No,
1.443382284,Yes,No,No,No,Yes,No,No,No,No,Labour
2.101942127,Yes,No,,,Yes,No,No,No,No,Plaid Cymru
.433410021,No,No,No,No,No,No,No,No,Yes,
.777053455,Yes,No,Yes,,No,Yes,No,No,No,
1.380436566,No,Yes,Yes,Yes,,Yes,No,No,No,
1.86333155,No,No,No,No,No,No,No,No,Yes,
.494287793,No,Yes,Yes,Yes,,Yes,No,No,No,
1.625710386,Yes,,Yes,,No,No,No,No,No,
.635139091,No,No,No,No,No,No,No,Yes,No,
2.91993427,Yes,,,,Yes,,No,No,No,Labour
1.28621638,No,No,No,No,No,No,No,No,Yes,
.635266824,,Yes,Yes,No,Yes,Yes,No,No,No,Conservatives
.416530796,No,Yes,No,No,No,No,No,No,No,
.728625856,No,Yes,No,Yes,,Yes,No,No,No,
.5720761599999999,No,No,No,No,No,No,No,No,Yes,
.7817998860000001,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.459267473,Yes,,,,Yes,,No,No,No,Plaid Cymru
1.26100881,No,Yes,No,No,No,No,No,No,No,
.894056611,Yes,No,No,,Yes,No,Yes,No,No,Plaid Cymru
2.936600912,,Yes,No,No,No,No,No,No,No,
.468492976,No,No,,,Yes,,No,No,No,Plaid Cymru
.558866161,Yes,,No,,Yes,,No,No,No,Labour
.569058347,,Yes,No,Yes,,No,No,No,No,
.462362437,,Yes,,Yes,,Yes,No,No,No,
.786694302,No,No,No,No,No,No,No,Yes,No,
1.358588642,Yes,No,No,,No,,No,No,No,
1.044703184,,No,No,Yes,No,No,No,No,No,
.694800812,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.37676515,No,Yes,No,No,,Yes,No,No,No,
.402213987,Yes,No,,Yes,Yes,No,No,No,No,Labour
.648440474,No,Yes,No,No,Yes,Yes,No,No,No,Liberal Democrats
1.206124947,Yes,Yes,No,No,,No,No,No,No,
1.255080618,,No,No,No,No,Yes,No,No,No,
.955099203,,Yes,Yes,No,Yes,No,No,No,No,Conservatives
1.229774467,No,Yes,No,No,No,No,No,No,No,
.701064563,No,No,Yes,No,Yes,No,No,No,No,Plaid Cymru
.681374005,Yes,Yes,No,Yes,,No,No,No,No,
.800184629,Yes,Yes,Yes,Yes,,Yes,No,No,No,
.387063181,Yes,No,No,No,Yes,Yes,Yes,No,No,Labour
.842999456,,Yes,Yes,Yes,,Yes,No,No,No,
1.908326641,No,No,No,No,Yes,,No,No,No,Greens
1.261632159,,Yes,No,Yes,,No,No,No,No,
.762610491,Yes,,No,,Yes,,No,No,No,Plaid Cymru
1.429147963,No,No,No,No,No,No,No,No,Yes,
1.621344144,No,No,No,No,No,No,No,No,Yes,
1.597255438,Yes,Yes,Yes,No,No,Yes,No,No,No,
.563852005,Yes,No,No,No,Yes,No,No,No,No,Liberal Democrats
.9635643,,Yes,No,Yes,Yes,No,No,No,No,Plaid Cymru
.5275155540000001,,Yes,No,Yes,,No,No,No,No,
.410199992,No,No,No,No,No,No,No,No,Yes,
1.208434974,No,No,No,No,No,No,No,No,Yes,
.645965942,Yes,No,No,,No,No,No,No,No,
1.060224842,Yes,,No,,Yes,No,No,No,No,Labour
1.43537654,Yes,,Yes,Yes,Yes,Yes,No,No,No,Don't know
.761089249,Yes,,,,Yes,,No,No,No,Plaid Cymru
1.064215514,,Yes,No,No,No,No,No,No,No,
.828956418,No,No,No,,Yes,,No,No,No,Plaid Cymru
.47242482,Yes,Yes,No,No,,No,No,No,No,
1.276448486,No,No,No,No,,Yes,No,No,No,
.460732746,No,,No,No,Yes,No,No,No,No,Conservatives
.416256182,Yes,,No,Yes,Yes,No,No,No,No,Labour
.796782926,Yes,Yes,No,,No,No,No,No,No,
1.353615219,,Yes,No,Yes,Yes,No,No,No,No,Conservatives
.660227448,,Yes,No,Yes,,No,No,No,No,
.812707267,,No,No,No,No,No,No,No,Yes,
1.581520804,Yes,No,Yes,No,Yes,No,No,No,No,Don't know
.788816128,,Yes,No,No,No,No,No,No,No,
.589196962,No,Yes,,,Yes,No,No,No,No,Liberal Democrats
.6044130559999999,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.720734548,No,,No,Yes,Yes,,No,No,No,Labour
.764812009,No,Yes,No,Yes,,No,No,No,No,
.483168271,Yes,,No,No,Yes,No,No,No,No,Labour
.381321932,,Yes,No,No,Yes,No,No,No,No,Conservatives
1.875334785,,Yes,No,Yes,Yes,Yes,No,No,No,Conservatives
2.663890397,Yes,Yes,Yes,,Yes,,No,No,No,Greens
.5611560370000001,No,,,,Yes,,No,No,No,Don't know
.951520129,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.5641936400000001,Yes,,No,No,Yes,No,No,No,No,Plaid Cymru
.540502369,Yes,Yes,Yes,Yes,,Yes,No,No,No,
1.085746223,Yes,,,,Yes,,No,No,No,Plaid Cymru
.788386699,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Labour
.5619575020000001,No,No,No,No,No,No,No,No,Yes,
.931625654,No,Yes,No,Yes,,No,No,No,No,
.489861839,Yes,No,No,Yes,Yes,No,No,No,No,Don't know
1.271553076,No,No,No,No,Yes,No,No,No,No,Plaid Cymru
.60811874,Yes,Yes,No,No,,No,No,No,No,
.793398283,No,No,No,No,Yes,No,No,No,No,Don't know
.549858394,No,No,No,Yes,,No,No,No,No,
.791814228,No,No,No,Yes,No,No,No,No,No,
.910103433,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
2.563143174,No,Yes,No,No,,No,No,No,No,
.812342158,No,No,No,No,Yes,No,No,No,No,Don't know
.313653386,Yes,,No,,Yes,,No,No,No,Plaid Cymru
.81657833,No,Yes,Yes,Yes,,Yes,No,No,No,
1.701582126,No,Yes,Yes,Yes,,Yes,No,No,No,
1.361130419,No,Yes,No,,,No,No,No,No,
1.095838067,No,No,No,No,No,No,No,Yes,No,
.768060431,Yes,,,,Yes,No,No,No,No,Plaid Cymru
.434681175,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
1.667651483,No,No,No,,Yes,No,No,No,No,Plaid Cymru
1.183513911,No,Yes,No,Yes,,Yes,No,No,No,
.781930058,No,,No,No,Yes,No,No,No,No,Greens
.9142318189999999,No,Yes,No,No,,No,No,No,No,
.813658644,No,,No,No,Yes,No,No,No,No,Labour
.833133258,No,Yes,No,Yes,,Yes,No,No,No,
.520282533,No,No,No,No,No,No,No,Yes,No,
1.519388618,No,Yes,No,No,,No,No,No,No,
.548256359,Yes,,,,Yes,No,No,No,No,Don't know
1.079443112,No,No,No,No,No,No,No,No,Yes,
1.38613153,No,No,No,No,No,No,No,No,Yes,
.917524122,Yes,,No,No,Yes,No,Yes,No,No,Plaid Cymru
1.389617093,Yes,No,No,,No,No,No,No,No,
2.386818253,No,No,No,Yes,Yes,Yes,No,No,No,Don't know
2.017247467,Yes,Yes,Yes,,Yes,No,No,No,No,Plaid Cymru
.490797694,Yes,No,No,,Yes,,No,No,No,Greens
.522531558,,No,No,No,Yes,Yes,No,No,No,None of these
.894056611,Yes,Yes,,No,Yes,No,No,No,No,None of these
1.138728725,No,No,No,,Yes,No,No,No,No,Plaid Cymru
.6206510629999999,Yes,Yes,No,No,Yes,,No,No,No,Greens
.751704018,,Yes,Yes,No,,No,No,No,No,
1.065830235,No,No,No,No,No,No,No,No,Yes,
5.520841275,No,No,No,No,No,No,No,No,Yes,
.548347278,No,No,No,No,,No,No,Yes,No,
.956829528,Yes,,,,Yes,,No,No,No,Plaid Cymru
.524097921,Yes,,No,,Yes,,No,No,No,Plaid Cymru
.985357195,Yes,Yes,No,No,No,,No,No,No,
1.206652456,,Yes,Yes,Yes,,No,No,No,No,
.849940518,No,,No,,Yes,No,No,No,No,Plaid Cymru
1.233169978,No,Yes,No,Yes,No,No,No,No,No,
.508321962,No,Yes,Yes,No,No,Yes,No,No,No,
.892582327,Yes,Yes,Yes,Yes,,Yes,No,No,No,
.913303719,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.879821803,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
1.126104819,,Yes,No,No,No,No,No,No,No,
.828316598,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.881909627,Yes,,,,Yes,No,No,No,No,Plaid Cymru
1.419815206,No,No,No,No,No,No,No,No,Yes,
.485557701,No,Yes,No,Yes,No,Yes,No,No,No,
.890135668,,Yes,No,No,Yes,No,No,No,No,Conservatives
.8414208359999999,Yes,Yes,No,No,Yes,No,No,No,No,Plaid Cymru
1.082247977,Yes,Yes,Yes,Yes,,Yes,No,No,No,
2.310422999,,Yes,No,Yes,,No,No,No,No,
.74347754,,Yes,No,No,No,No,No,No,No,
.662930027,,Yes,,Yes,Yes,No,No,No,No,Don't know
.5641405779999999,,Yes,Yes,Yes,,Yes,No,No,No,
.387063181,Yes,Yes,,,Yes,,No,No,No,Don't know
1.530901929,No,Yes,No,,No,No,No,No,No,
.468222768,Yes,No,,,Yes,,No,No,No,Labour
.855980326,Yes,No,No,No,Yes,Yes,Yes,No,No,Some other party
.321222681,Yes,,No,,Yes,,No,No,No,Plaid Cymru
.698267308,No,No,No,No,Yes,,No,No,No,Greens
.598521328,No,No,No,No,No,No,No,No,Yes,
.579880234,No,Yes,No,Yes,Yes,Yes,No,No,No,Don't know
1.43816572,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
1.388488439,,Yes,Yes,Yes,,,No,No,No,
.806757813,,Yes,,Yes,No,No,No,No,No,
1.156586619,Yes,Yes,Yes,Yes,,Yes,No,No,No,
.472804156,No,No,No,Yes,,No,No,No,No,
1.096412012,Yes,Yes,No,Yes,No,Yes,No,No,No,
.589577647,No,No,No,,No,No,No,No,Yes,
.884507564,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
1.562605707,No,No,No,No,No,No,No,No,Yes,
.731667632,No,Yes,,,Yes,No,No,No,No,Plaid Cymru
.439526504,No,No,No,No,No,No,No,No,Yes,
.6355814400000001,Yes,,No,No,No,No,No,No,No,
.5440588159999999,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,None of these
.647096871,No,Yes,No,Yes,,Yes,No,No,No,
.586677534,No,Yes,Yes,Yes,,No,No,No,No,
1.122561196,No,Yes,Yes,Yes,,Yes,No,No,No,
1.372385346,Yes,Yes,Yes,Yes,,Yes,No,No,No,
.760663208,No,Yes,No,No,,No,No,No,No,
.787458916,No,No,No,No,No,No,No,No,Yes,
.847981279,Yes,Yes,No,No,,No,No,No,No,
.871103812,,,No,,Yes,No,No,No,No,Labour
1.674287129,No,No,Yes,No,,Yes,No,No,No,
.921528437,No,No,No,,Yes,No,No,No,No,Plaid Cymru
.807948773,No,No,No,No,Yes,No,No,No,No,Don't know
.622582226,No,No,No,Yes,,No,No,No,No,
.562262894,No,No,No,No,Yes,No,No,No,No,Labour
.47950995,Yes,Yes,No,No,No,No,No,No,No,
.833859469,Yes,,No,No,Yes,No,No,No,No,Labour
.363937989,No,No,No,,Yes,No,No,No,No,Plaid Cymru
2.067283283,No,,No,No,Yes,No,No,No,No,Labour
.5202582,Yes,Yes,,Yes,Yes,Yes,No,No,No,None of these
.802103521,,Yes,No,No,No,No,No,No,No,
1.372181545,No,No,No,,Yes,No,No,No,No,Labour
.470827111,Yes,No,,,No,No,No,No,No,
.5218604,No,Yes,No,No,,No,No,No,No,
.780403815,,Yes,Yes,Yes,,Yes,No,No,No,
.659402852,,Yes,No,No,,Yes,No,No,No,
.860196219,Yes,Yes,No,,Yes,No,No,No,No,Plaid Cymru
.707748429,No,No,No,No,No,No,No,No,Yes,
.862336317,No,Yes,Yes,No,No,Yes,No,No,No,
.420452141,No,Yes,Yes,Yes,,Yes,No,No,No,
1.965692019,No,No,No,No,No,No,No,No,Yes,
.841414127,No,Yes,No,No,,No,No,No,No,
.66810728,No,Yes,No,No,,No,No,No,No,
.437465494,No,No,No,,Yes,No,No,No,No,Liberal Democrats
1.922382276,Yes,,No,,Yes,No,No,No,No,Plaid Cymru
.741727598,No,No,No,No,No,No,No,No,Yes,
4.577329576,Yes,No,No,No,Yes,No,No,No,No,Don't know
1.846495397,No,No,No,No,No,No,No,No,Yes,
.575894871,No,Yes,No,No,,No,No,No,No,
.612156693,Yes,No,No,No,,No,No,No,No,
.911487275,,Yes,Yes,Yes,,No,No,No,No,
2.989014926,No,No,No,No,Yes,No,No,No,No,Greens
.615967589,Yes,Yes,No,,,No,No,No,No,
.74562914,,Yes,,Yes,,No,No,No,No,
.68161328,,No,No,No,Yes,No,No,No,No,Conservatives
1.674684147,No,No,No,,Yes,No,No,No,No,Plaid Cymru
1.792096656,,,,,Yes,Yes,No,No,No,None of these
1.355210194,No,No,No,No,,Yes,No,No,No,
.72501081,No,No,No,No,Yes,No,No,No,No,Don't know
.565321359,Yes,,No,,Yes,No,No,No,No,Labour
.928298579,Yes,No,No,,Yes,Yes,No,No,No,Plaid Cymru
1.131231037,Yes,No,No,,Yes,,No,No,No,Labour
.7418360510000001,No,Yes,Yes,Yes,,No,No,No,No,
1.383523463,No,No,No,,Yes,No,No,No,No,Conservatives
.693691458,No,Yes,No,Yes,No,Yes,No,No,No,
.74347754,,Yes,No,Yes,,No,No,No,No,
.756839684,Yes,,,,Yes,No,No,No,No,Conservatives
.535539227,Yes,,,,Yes,,No,No,No,Plaid Cymru
.410727545,No,Yes,No,Yes,No,No,No,No,No,
.890286409,Yes,,No,,Yes,,No,No,No,Plaid Cymru
.387063181,Yes,,No,,Yes,No,No,No,No,Plaid Cymru
1.073370892,No,Yes,Yes,No,,Yes,No,No,No,
1.349717566,No,Yes,Yes,Yes,,Yes,No,No,No,
1.091976129,No,No,No,No,No,No,No,Yes,No,
1.66922256,No,Yes,No,No,,No,No,No,No,
.433061404,Yes,No,No,,No,,No,No,No,
.780030201,No,Yes,,,,No,No,No,No,
1.158957039,No,Yes,Yes,Yes,No,Yes,No,No,No,
.9620781980000001,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.584277236,No,Yes,No,No,,Yes,No,No,No,
2.161099041,No,No,No,No,No,No,No,Yes,No,
1.000642039,No,Yes,Yes,Yes,,Yes,No,No,No,
1.320619999,,,Yes,Yes,No,Yes,No,No,No,
1.032583264,Yes,,No,No,No,No,No,No,No,
.723018766,No,No,No,,Yes,Yes,No,No,No,Conservatives
.871427687,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
.9425561059999999,Yes,,No,No,Yes,No,No,No,No,Plaid Cymru
1.08846836,Yes,,No,No,Yes,No,No,No,No,Labour
1.365255032,Yes,,Yes,,No,No,No,No,No,
.8520783119999999,Yes,,,,Yes,,No,No,No,Don't know
.941759404,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
3.047719424,No,No,No,No,No,Yes,No,No,No,
1.534235698,,Yes,Yes,Yes,,Yes,No,No,No,
.257630122,Yes,No,,,Yes,,No,No,No,Greens
.761656798,Yes,No,No,,Yes,,No,No,No,Plaid Cymru
1.491067482,Yes,Yes,,,,No,No,No,No,
2.329495503,Yes,Yes,Yes,Yes,,Yes,No,No,No,
2.783604004,Yes,Yes,,,Yes,Yes,No,No,No,Plaid Cymru
1.224194556,No,Yes,No,Yes,,Yes,No,No,No,
1.395539199,No,No,No,No,No,No,No,Yes,No,
.762610491,No,No,No,No,Yes,,No,No,No,Don't know
1.249907397,No,,No,No,Yes,No,No,No,No,Labour
.920012496,Yes,Yes,No,,No,Yes,No,No,No,
.893972484,,Yes,Yes,Yes,,Yes,No,No,No,
.848878395,No,Yes,No,No,No,No,No,No,No,
.748989585,Yes,Yes,No,,No,No,No,No,No,
.41032654,,Yes,No,Yes,Yes,Yes,No,No,No,Conservatives
.925795762,Yes,Yes,,,No,No,No,No,No,
.5440588159999999,,,,,Yes,,No,No,No,Liberal Democrats
1.419815206,No,No,No,No,No,No,No,No,Yes,
.789214778,No,Yes,Yes,No,No,No,No,No,No,
1.43165138,Yes,Yes,No,,Yes,,No,No,No,Plaid Cymru
.668343247,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.836643246,,Yes,Yes,Yes,,Yes,No,No,No,
1.045094064,Yes,,No,,Yes,No,No,No,No,Plaid Cymru
2.526361882,Yes,No,,,No,,No,No,No,
.635612055,,Yes,Yes,Yes,,Yes,No,No,No,
1.442674418,Yes,Yes,,,Yes,Yes,No,No,No,Plaid Cymru
.694503106,,No,No,Yes,Yes,No,No,No,No,Liberal Democrats
.547707082,Yes,No,,No,Yes,,No,No,No,Greens
.638422548,No,No,No,No,No,No,No,No,Yes,
1.847945399,No,No,No,No,No,No,No,No,Yes,
.397472116,No,Yes,No,No,,No,No,No,No,
.515755637,No,,,Yes,Yes,No,No,No,No,Plaid Cymru
1.149836198,No,No,No,No,No,No,No,No,Yes,
1.164691698,Yes,No,,,Yes,No,No,No,No,Plaid Cymru
1.147273317,,Yes,No,Yes,Yes,No,No,No,No,Conservatives
.909299659,No,Yes,,Yes,Yes,Yes,No,No,No,Liberal Democrats
.322007101,Yes,,No,,Yes,No,No,No,No,Plaid Cymru
.429543985,No,,No,No,Yes,Yes,No,No,No,Labour
.524110465,No,No,No,No,,Yes,No,No,No,
.576467329,No,No,No,No,No,,No,Yes,No,
1.338311054,Yes,Yes,Yes,,Yes,Yes,No,No,No,Don't know
1.450526396,,Yes,Yes,Yes,No,Yes,No,No,No,
1.223453215,,Yes,No,No,,Yes,No,No,No,
2.352353738,No,No,No,No,No,No,No,No,Yes,
.470651327,No,No,No,No,No,No,No,No,Yes,
1.772626728,No,No,No,No,No,No,No,No,Yes,
.7578960810000001,No,No,No,,Yes,No,No,No,No,Plaid Cymru
.707093953,No,No,No,No,No,No,No,No,Yes,
.767419961,No,Yes,,No,No,No,No,No,No,
1.904195832,No,No,No,No,No,No,No,No,Yes,
.910035358,No,No,No,Yes,No,Yes,No,No,No,
.927646214,Yes,No,No,No,No,No,No,No,No,
.76143968,No,No,No,No,No,No,No,No,Yes,
.50791186,Yes,No,No,No,Yes,,No,No,No,Plaid Cymru
1.460350428,,Yes,Yes,Yes,,Yes,No,No,No,
1.483978308,Yes,No,No,No,Yes,,No,No,No,Labour
1.155752339,Yes,,No,,Yes,,No,No,No,Plaid Cymru
.64929541,,Yes,No,,Yes,No,No,No,No,Plaid Cymru
.424192881,Yes,,,,Yes,,No,No,No,Plaid Cymru
.677588487,Yes,No,,,Yes,No,No,No,No,Plaid Cymru
1.650609888,,Yes,No,Yes,,Yes,No,No,No,
1.008366442,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,None of these
1.110167202,,Yes,No,Yes,,No,No,No,No,
.604515149,No,No,No,No,No,No,No,No,Yes,
.655305748,No,No,No,No,Yes,No,No,No,No,Don't know
.676494089,,Yes,No,No,No,No,No,No,No,
2.577779259,Yes,,,,Yes,,No,No,No,Plaid Cymru
.572778556,Yes,,,No,Yes,No,No,No,No,Labour
1.16699857,No,Yes,Yes,Yes,,Yes,No,No,No,
.766335271,No,No,No,Yes,No,No,No,No,No,
.456138964,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.844620014,Yes,No,,,Yes,Yes,No,No,No,Plaid Cymru
.49062277,Yes,,No,No,Yes,,No,No,No,Plaid Cymru
1.237072134,No,No,No,No,No,No,No,No,Yes,
.635612055,,Yes,No,,Yes,,No,No,No,Conservatives
1.175228011,No,No,No,No,No,No,No,No,Yes,
1.436156585,No,,No,No,Yes,No,No,No,No,Labour
.961111717,,Yes,No,No,Yes,Yes,No,No,No,Conservatives
1.335517454,,,,,Yes,,No,No,No,Don't know
.685874617,Yes,Yes,No,,Yes,No,No,No,No,Plaid Cymru
1.156734091,Yes,Yes,No,,Yes,,Yes,No,No,Plaid Cymru
3.396693414,Yes,Yes,No,,Yes,,No,No,No,Plaid Cymru
.62970151,No,Yes,No,No,No,No,No,No,No,
2.254549885,No,No,No,No,No,No,No,Yes,No,
.586968202,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.653214063,No,Yes,No,No,,No,No,No,No,
.619813014,No,No,No,,Yes,No,No,No,No,Plaid Cymru
.822986917,Yes,,Yes,,Yes,Yes,No,No,No,Labour
.656628403,No,,No,,Yes,No,No,No,No,Plaid Cymru
1.150461069,No,Yes,No,,,,No,No,No,
.483598644,No,Yes,Yes,Yes,,Yes,No,No,No,
.863930987,,Yes,No,No,,No,No,No,No,
2.974635776,Yes,Yes,,,Yes,,No,No,No,Plaid Cymru
.80975221,Yes,No,,No,Yes,No,No,No,No,Don't know
.740115466,Yes,,,,Yes,,No,No,No,Plaid Cymru
.458944722,Yes,,No,,Yes,,No,No,No,Plaid Cymru
.334815738,No,Yes,No,No,,No,No,No,No,
.7744859710000001,No,,No,Yes,Yes,No,No,No,No,Labour
.953753972,No,Yes,Yes,Yes,,Yes,No,No,No,
1.448148816,,Yes,No,Yes,No,No,No,No,No,
.782800429,,Yes,No,Yes,,No,No,No,No,
.9714855140000001,No,No,No,No,No,No,No,No,Yes,
.6075906089999999,Yes,,,,Yes,No,No,No,No,Plaid Cymru
.464726498,,Yes,Yes,Yes,,Yes,No,No,No,
1.220448732,No,No,No,Yes,,No,No,No,No,
.428549895,Yes,Yes,No,,Yes,,No,No,No,Plaid Cymru
.962847303,Yes,,Yes,No,No,Yes,Yes,No,No,
.497268174,No,No,,No,No,No,No,No,Yes,
2.50071488,No,No,No,No,No,No,No,No,Yes,
2.973094197,No,No,No,No,No,,No,Yes,No,
1.284091598,No,,No,No,Yes,No,No,No,No,Labour
1.079596646,No,No,No,,Yes,No,No,No,No,Labour
1.086442249,No,Yes,No,No,,No,No,No,No,
2.539947099,Yes,Yes,No,No,,No,No,No,No,
.78703121,No,No,No,No,No,No,No,No,Yes,
.627802516,No,No,No,No,No,No,No,No,Yes,
.632080022,No,Yes,Yes,Yes,,Yes,No,No,No,
.828786723,No,Yes,No,No,,No,No,No,No,
.791152709,No,Yes,Yes,Yes,,Yes,No,No,No,
.306177433,No,No,No,,Yes,No,No,No,No,Plaid Cymru
.631923661,Yes,Yes,,,Yes,No,No,No,No,None of these
1.240454638,Yes,,,,Yes,,No,No,No,Conservatives
.8221553579999999,,Yes,No,Yes,No,No,No,No,No,
.458029227,Yes,Yes,No,No,No,No,No,No,No,
1.738632534,No,,No,,Yes,No,No,No,No,Plaid Cymru
1.134992018,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.697497047,No,No,No,,No,No,No,Yes,No,
.5818115740000001,No,Yes,No,No,No,No,No,No,No,
.861686272,No,Yes,No,,No,No,No,No,No,
1.550667971,Yes,No,Yes,,Yes,Yes,Yes,No,No,Plaid Cymru
1.247472803,No,No,No,No,No,No,No,No,Yes,
1.08111029,No,Yes,No,Yes,,No,No,No,No,
.385847264,Yes,Yes,No,,Yes,No,No,No,No,None of these
.621749111,No,Yes,Yes,Yes,,Yes,No,No,No,
.544612675,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.8003471009999999,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
1.443904734,No,Yes,No,,No,No,No,No,No,
1.667651483,No,Yes,No,Yes,No,Yes,No,No,No,
1.1839544,,,,,,No,No,Yes,No,
3.303838264,No,Yes,Yes,Yes,,Yes,No,No,No,
1.858265035,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Don't know
.956694138,Yes,No,No,,Yes,No,No,No,No,Plaid Cymru
.949153312,No,No,No,No,No,No,No,No,Yes,
.557807717,Yes,,No,,Yes,,No,No,No,Greens
.458171007,Yes,,No,,Yes,No,No,No,No,Plaid Cymru
.642818411,Yes,,Yes,,Yes,Yes,No,No,No,Plaid Cymru
.901888172,,Yes,No,No,,No,No,No,No,
.313151953,No,Yes,Yes,Yes,,Yes,No,No,No,
1.583074973,No,,,No,Yes,,No,No,No,Conservatives
.515974676,,Yes,No,No,No,No,No,No,No,
.847981279,No,No,No,No,No,No,No,No,Yes,
.749753551,Yes,Yes,No,No,Yes,No,No,No,No,Plaid Cymru
.8130167190000001,Yes,Yes,No,,No,,No,No,No,
1.471768559,,Yes,No,No,,No,No,No,No,
.734917321,Yes,Yes,Yes,Yes,,Yes,No,No,No,
.829418401,No,No,No,No,No,No,No,No,Yes,
.521185561,No,,No,No,Yes,No,No,No,No,Labour
